_row_key,reservation_id,user_id,origin,destination,flight_type,cabin,flights,payment_history,created_at,total_baggages,nonfree_baggages,insurance,passengers,passengers.Chinese,passengers.Indonesian,passengers.Thai,passengers.Vietnamese
2KC8YP,2KC8YP,chen_rossi_8135,PHX,LAS,one_way,economy,"[{""origin"": ""PHX"", ""destination"": ""LAS"", ""flight_number"": ""HAT027"", ""date"": ""2024-05-16"", ""price"": 200}]","[{""payment_id"": ""credit_card_8191674"", ""amount"": 460}]",2024-05-05T04:23:47,1,0,yes,"[{""first_name"": ""Chen"", ""last_name"": ""Rossi"", ""dob"": ""1992-03-25""}, {""first_name"": ""Aarav"", ""last_name"": ""Rossi"", ""dob"": ""1955-09-07""}]","[{""first_name"": ""陈"", ""last_name"": ""罗西"", ""dob"": ""1992-03-25""}, {""first_name"": ""阿拉夫"", ""last_name"": ""罗西"", ""dob"": ""1955-09-07""}]","[{""first_name"": ""Chen"", ""last_name"": "" Rossi"", ""dob"": ""1992-03-25""}, {""first_name"": "" Aarav"", ""last_name"": "" Rossi"", ""dob"": ""1955-09-07""}]","[{""first_name"": ""เฉิน"", ""last_name"": "" รอสซี่"", ""dob"": ""1992-03-25""}, {""first_name"": "" อาราว"", ""last_name"": "" รอสซี่"", ""dob"": ""1955-09-07""}]","[{""first_name"": ""Trần"", ""last_name"": "" Rossi"", ""dob"": ""1992-03-25""}, {""first_name"": "" Aarav"", ""last_name"": "" Rossi"", ""dob"": ""1955-09-07""}]"
VKKI7L,VKKI7L,yara_rossi_1806,ATL,CLT,one_way,economy,"[{""origin"": ""ATL"", ""destination"": ""LGA"", ""flight_number"": ""HAT164"", ""date"": ""2024-05-22"", ""price"": 149}, {""origin"": ""LGA"", ""destination"": ""CLT"", ""flight_number"": ""HAT211"", ""date"": ""2024-05-22"", ""price"": 133}]","[{""payment_id"": ""credit_card_6432530"", ""amount"": 846}]",2024-05-12T03:35:57,3,0,no,"[{""first_name"": ""Yara"", ""last_name"": ""Rossi"", ""dob"": ""1991-05-09""}, {""first_name"": ""Amelia"", ""last_name"": ""Muller"", ""dob"": ""1958-07-13""}, {""first_name"": ""James"", ""last_name"": ""Brown"", ""dob"": ""1967-02-16""}]","[{""first_name"": ""雅拉"", ""last_name"": ""罗西"", ""dob"": ""1991-05-09""}, {""first_name"": ""阿米莉亚"", ""last_name"": ""穆勒"", ""dob"": ""1958-07-13""}, {""first_name"": ""詹姆斯"", ""last_name"": ""棕色的"", ""dob"": ""1967-02-16""}]","[{""first_name"": "" Yara"", ""last_name"": "" Rossi"", ""dob"": ""1991-05-09""}, {""first_name"": "" Amelia"", ""last_name"": "" Muller"", ""dob"": ""1958-07-13""}, {""first_name"": "" James"", ""last_name"": "" Cokelat"", ""dob"": ""1967-02-16""}]","[{""first_name"": "" ยารา"", ""last_name"": "" รอสซี่"", ""dob"": ""1991-05-09""}, {""first_name"": "" อมีเลีย"", ""last_name"": "" มุลเลอร์"", ""dob"": ""1958-07-13""}, {""first_name"": "" เจมส์"", ""last_name"": "" บราวน์"", ""dob"": ""1967-02-16""}]","[{""first_name"": "" Yara"", ""last_name"": "" Rossi"", ""dob"": ""1991-05-09""}, {""first_name"": "" Amelia"", ""last_name"": "" Muller"", ""dob"": ""1958-07-13""}, {""first_name"": "" James"", ""last_name"": "" Màu nâu"", ""dob"": ""1967-02-16""}]"
GC83WM,GC83WM,raj_kovacs_8102,JFK,ORD,one_way,business,"[{""origin"": ""JFK"", ""destination"": ""ORD"", ""flight_number"": ""HAT079"", ""date"": ""2024-05-13"", ""price"": 1560}]","[{""payment_id"": ""gift_card_9939295"", ""amount"": 3120}]",2024-05-04T16:58:41,0,0,no,"[{""first_name"": ""Raj"", ""last_name"": ""Kovacs"", ""dob"": ""1981-05-20""}, {""first_name"": ""Raj"", ""last_name"": ""Hernandez"", ""dob"": ""1960-12-09""}]","[{""first_name"": ""拉杰"", ""last_name"": ""科瓦奇"", ""dob"": ""1981-05-20""}, {""first_name"": ""拉杰"", ""last_name"": ""埃尔南德斯"", ""dob"": ""1960-12-09""}]","[{""first_name"": "" Raj"", ""last_name"": "" Kovacs"", ""dob"": ""1981-05-20""}, {""first_name"": "" Raj"", ""last_name"": "" Hernandez"", ""dob"": ""1960-12-09""}]","[{""first_name"": "" ราช"", ""last_name"": "" โควาช"", ""dob"": ""1981-05-20""}, {""first_name"": "" ราช"", ""last_name"": "" เฮอร์นันเดซ"", ""dob"": ""1960-12-09""}]","[{""first_name"": "" Raj"", ""last_name"": "" Kovacs"", ""dob"": ""1981-05-20""}, {""first_name"": "" Raj"", ""last_name"": "" Hernandez"", ""dob"": ""1960-12-09""}]"
YX8BX4,YX8BX4,yusuf_kovacs_9564,PHL,ORD,one_way,economy,"[{""origin"": ""PHL"", ""destination"": ""ORD"", ""flight_number"": ""HAT197"", ""date"": ""2024-05-21"", ""price"": 109}]","[{""payment_id"": ""credit_card_1104327"", ""amount"": 218}]",2024-05-14T15:17:29,0,0,no,"[{""first_name"": ""Aarav"", ""last_name"": ""Johansson"", ""dob"": ""1989-10-07""}, {""first_name"": ""Sophia"", ""last_name"": ""Kim"", ""dob"": ""1966-11-22""}]","[{""first_name"": ""阿拉夫"", ""last_name"": ""约翰逊"", ""dob"": ""1989-10-07""}, {""first_name"": ""索菲亚"", ""last_name"": ""金"", ""dob"": ""1966-11-22""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Johansson"", ""dob"": ""1989-10-07""}, {""first_name"": "" Sophia"", ""last_name"": "" Kim"", ""dob"": ""1966-11-22""}]","[{""first_name"": "" อาราว"", ""last_name"": "" โยฮันส์สัน"", ""dob"": ""1989-10-07""}, {""first_name"": "" โซเฟีย"", ""last_name"": "" คิม"", ""dob"": ""1966-11-22""}]","[{""first_name"": "" Aarav"", ""last_name"": "" Johansson"", ""dob"": ""1989-10-07""}, {""first_name"": "" Sophia"", ""last_name"": "" Kim"", ""dob"": ""1966-11-22""}]"
714BG5,714BG5,emma_li_3601,DEN,ATL,one_way,business,"[{""origin"": ""DEN"", ""destination"": ""DFW"", ""flight_number"": ""HAT046"", ""date"": ""2024-05-11"", ""price"": 848}, {""origin"": ""DFW"", ""destination"": ""ATL"", ""flight_number"": ""HAT282"", ""date"": ""2024-05-11"", ""price"": 1287}]","[{""payment_id"": ""gift_card_9252247"", ""amount"": 6495}]",2024-05-02T16:13:21,6,0,yes,"[{""first_name"": ""Emma"", ""last_name"": ""Li"", ""dob"": ""1985-08-17""}, {""first_name"": ""Harper"", ""last_name"": ""Jackson"", ""dob"": ""1967-06-18""}, {""first_name"": ""Lei"", ""last_name"": ""Brown"", ""dob"": ""1956-12-11""}]","[{""first_name"": ""艾玛"", ""last_name"": ""李"", ""dob"": ""1985-08-17""}, {""first_name"": ""哈珀"", ""last_name"": ""杰克逊"", ""dob"": ""1967-06-18""}, {""first_name"": ""雷"", ""last_name"": ""棕色的"", ""dob"": ""1956-12-11""}]","[{""first_name"": "" Emma"", ""last_name"": "" Li"", ""dob"": ""1985-08-17""}, {""first_name"": "" Pemain harpa"", ""last_name"": "" Jackson"", ""dob"": ""1967-06-18""}, {""first_name"": "" Lei"", ""last_name"": "" Cokelat"", ""dob"": ""1956-12-11""}]","[{""first_name"": "" เอ็มม่า"", ""last_name"": "" หลี่"", ""dob"": ""1985-08-17""}, {""first_name"": "" ฮาร์เปอร์"", ""last_name"": "" แจ็คสัน"", ""dob"": ""1967-06-18""}, {""first_name"": "" เล"", ""last_name"": "" บราวน์"", ""dob"": ""1956-12-11""}]","[{""first_name"": "" Emma"", ""last_name"": "" Li"", ""dob"": ""1985-08-17""}, {""first_name"": "" Harper"", ""last_name"": "" Jackson"", ""dob"": ""1967-06-18""}, {""first_name"": "" Lei"", ""last_name"": "" Màu nâu"", ""dob"": ""1956-12-11""}]"
2SNACP,2SNACP,james_thomas_5421,BOS,SFO,one_way,economy,"[{""origin"": ""BOS"", ""destination"": ""SEA"", ""flight_number"": ""HAT006"", ""date"": ""2024-05-09"", ""price"": 158}, {""origin"": ""SEA"", ""destination"": ""SFO"", ""flight_number"": ""HAT274"", ""date"": ""2024-05-09"", ""price"": 190}]","[{""payment_id"": ""credit_card_3370824"", ""amount"": 756}]",2024-05-05T19:02:54,2,0,yes,"[{""first_name"": ""Lei"", ""last_name"": ""Martin"", ""dob"": ""1958-08-02""}, {""first_name"": ""Juan"", ""last_name"": ""Jackson"", ""dob"": ""1965-08-27""}]","[{""first_name"": ""雷"", ""last_name"": ""马丁"", ""dob"": ""1958-08-02""}, {""first_name"": ""胡安"", ""last_name"": ""杰克逊"", ""dob"": ""1965-08-27""}]","[{""first_name"": "" Lei"", ""last_name"": "" Martin"", ""dob"": ""1958-08-02""}, {""first_name"": "" Juan"", ""last_name"": "" Jackson"", ""dob"": ""1965-08-27""}]","[{""first_name"": "" เล"", ""last_name"": "" มาร์ติน"", ""dob"": ""1958-08-02""}, {""first_name"": "" ฮวน"", ""last_name"": "" แจ็คสัน"", ""dob"": ""1965-08-27""}]","[{""first_name"": "" Lei"", ""last_name"": "" Martin"", ""dob"": ""1958-08-02""}, {""first_name"": "" Juan"", ""last_name"": "" Jackson"", ""dob"": ""1965-08-27""}]"
PVOC7U,PVOC7U,evelyn_anderson_4579,BOS,LAX,round_trip,basic_economy,"[{""origin"": ""BOS"", ""destination"": ""MIA"", ""flight_number"": ""HAT247"", ""date"": ""2024-05-14"", ""price"": 68}, {""origin"": ""MIA"", ""destination"": ""LAX"", ""flight_number"": ""HAT050"", ""date"": ""2024-05-14"", ""price"": 65}, {""origin"": ""LAX"", ""destination"": ""SFO"", ""flight_number"": ""HAT094"", ""date"": ""2024-05-15"", ""price"": 93}, {""origin"": ""SFO"", ""destination"": ""BOS"", ""flight_number"": ""HAT294"", ""date"": ""2024-05-15"", ""price"": 64}]","[{""payment_id"": ""gift_card_4482008"", ""amount"": 580}]",2024-05-01T09:09:26,0,0,no,"[{""first_name"": ""Evelyn"", ""last_name"": ""Anderson"", ""dob"": ""1971-10-14""}, {""first_name"": ""Ethan"", ""last_name"": ""Silva"", ""dob"": ""1974-10-24""}]","[{""first_name"": ""伊芙琳"", ""last_name"": ""安德森"", ""dob"": ""1971-10-14""}, {""first_name"": ""伊桑"", ""last_name"": ""席尔瓦"", ""dob"": ""1974-10-24""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Anderson"", ""dob"": ""1971-10-14""}, {""first_name"": "" Ethan"", ""last_name"": "" Silva"", ""dob"": ""1974-10-24""}]","[{""first_name"": "" เอเวอลิน"", ""last_name"": "" แอนเดอร์สัน"", ""dob"": ""1971-10-14""}, {""first_name"": "" อีธาน"", ""last_name"": "" ซิลวา"", ""dob"": ""1974-10-24""}]","[{""first_name"": "" Evelyn"", ""last_name"": "" Anderson"", ""dob"": ""1971-10-14""}, {""first_name"": "" Ethan"", ""last_name"": "" Silva"", ""dob"": ""1974-10-24""}]"
5HVW7S,5HVW7S,chen_nguyen_2677,BOS,EWR,round_trip,economy,"[{""origin"": ""BOS"", ""destination"": ""CLT"", ""flight_number"": ""HAT277"", ""date"": ""2024-05-03"", ""price"": 158}, {""origin"": ""CLT"", ""destination"": ""EWR"", ""flight_number"": ""HAT157"", ""date"": ""2024-05-03"", ""price"": 129}, {""origin"": ""EWR"", ""destination"": ""CLT"", ""flight_number"": ""HAT270"", ""date"": ""2024-05-11"", ""price"": 130}, {""origin"": ""CLT"", ""destination"": ""BOS"", ""flight_number"": ""HAT064"", ""date"": ""2024-05-11"", ""price"": 180}]","[{""payment_id"": ""credit_card_2810906"", ""amount"": 627}]",2024-05-02T17:54:35,0,0,yes,"[{""first_name"": ""Daiki"", ""last_name"": ""Ahmed"", ""dob"": ""1979-01-07""}]","[{""first_name"": ""大树"", ""last_name"": ""艾哈迈德"", ""dob"": ""1979-01-07""}]","[{""first_name"": "" Daiki"", ""last_name"": "" Ahmed"", ""dob"": ""1979-01-07""}]","[{""first_name"": "" ไดกิ"", ""last_name"": "" อาห์เหม็ด"", ""dob"": ""1979-01-07""}]","[{""first_name"": "" Daiki"", ""last_name"": "" Ahmed"", ""dob"": ""1979-01-07""}]"
8IRFOR,8IRFOR,olivia_rossi_1087,DEN,MCO,one_way,economy,"[{""origin"": ""DEN"", ""destination"": ""LAS"", ""flight_number"": ""HAT084"", ""date"": ""2024-05-11"", ""price"": 149}, {""origin"": ""LAS"", ""destination"": ""MCO"", ""flight_number"": ""HAT137"", ""date"": ""2024-05-11"", ""price"": 177}]","[{""payment_id"": ""credit_card_8752089"", ""amount"": 326}]",2024-05-04T11:58:23,0,0,no,"[{""first_name"": ""Olivia"", ""last_name"": ""Rossi"", ""dob"": ""1976-02-25""}]","[{""first_name"": ""奥利维亚"", ""last_name"": ""罗西"", ""dob"": ""1976-02-25""}]","[{""first_name"": "" Olivia"", ""last_name"": "" Rossi"", ""dob"": ""1976-02-25""}]","[{""first_name"": "" โอลิเวีย"", ""last_name"": "" รอสซี่"", ""dob"": ""1976-02-25""}]","[{""first_name"": "" Olivia"", ""last_name"": "" Rossi"", ""dob"": ""1976-02-25""}]"
4WGAEF,4WGAEF,harper_smith_3981,MSP,MCO,one_way,economy,"[{""origin"": ""MSP"", ""destination"": ""MCO"", ""flight_number"": ""HAT151"", ""date"": ""2024-05-13"", ""price"": 151}]","[{""payment_id"": ""credit_card_9955122"", ""amount"": 151}]",2024-05-08T01:30:31,1,0,no,"[{""first_name"": ""Harper"", ""last_name"": ""Smith"", ""dob"": ""1985-01-11""}]","[{""first_name"": ""哈珀"", ""last_name"": ""史密斯"", ""dob"": ""1985-01-11""}]","[{""first_name"": "" Pemain harpa"", ""last_name"": "" Smith"", ""dob"": ""1985-01-11""}]","[{""first_name"": "" ฮาร์เปอร์"", ""last_name"": "" สมิธ"", ""dob"": ""1985-01-11""}]","[{""first_name"": "" Harper"", ""last_name"": "" Smith"", ""dob"": ""1985-01-11""}]"
4ZKIMR,4ZKIMR,yara_anderson_2080,DEN,PHL,one_way,basic_economy,"[{""origin"": ""DEN"", ""destination"": ""PHL"", ""flight_number"": ""HAT080"", ""date"": ""2024-05-15"", ""price"": 96}]","[{""payment_id"": ""credit_card_9551009"", ""amount"": 96}]",2024-05-03T13:38:52,0,0,no,"[{""first_name"": ""Yara"", ""last_name"": ""Anderson"", ""dob"": ""1968-06-25""}]","[{""first_name"": ""雅拉"", ""last_name"": ""安德森"", ""dob"": ""1968-06-25""}]","[{""first_name"": "" Yara"", ""last_name"": "" Anderson"", ""dob"": ""1968-06-25""}]","[{""first_name"": "" ยารา"", ""last_name"": "" แอนเดอร์สัน"", ""dob"": ""1968-06-25""}]","[{""first_name"": "" Yara"", ""last_name"": "" Anderson"", ""dob"": ""1968-06-25""}]"
2K0RE4,2K0RE4,mei_khan_2987,LAS,LAX,one_way,basic_economy,"[{""origin"": ""LAS"", ""destination"": ""MIA"", ""flight_number"": ""HAT115"", ""date"": ""2024-05-14"", ""price"": 76}, {""origin"": ""MIA"", ""destination"": ""LAX"", ""flight_number"": ""HAT019"", ""date"": ""2024-05-14"", ""price"": 89}]","[{""payment_id"": ""gift_card_5930953"", ""amount"": 390}]",2024-05-09T18:00:05,0,0,yes,"[{""first_name"": ""Mei"", ""last_name"": ""Khan"", ""dob"": ""1959-04-14""}, {""first_name"": ""Daiki"", ""last_name"": ""Ahmed"", ""dob"": ""1963-03-07""}]","[{""first_name"": ""梅"", ""last_name"": ""汗"", ""dob"": ""1959-04-14""}, {""first_name"": ""大树"", ""last_name"": ""艾哈迈德"", ""dob"": ""1963-03-07""}]","[{""first_name"": "" Mei"", ""last_name"": "" Khan"", ""dob"": ""1959-04-14""}, {""first_name"": "" Daiki"", ""last_name"": "" Ahmed"", ""dob"": ""1963-03-07""}]","[{""first_name"": "" เหมย"", ""last_name"": "" ข่าน"", ""dob"": ""1959-04-14""}, {""first_name"": "" ไดกิ"", ""last_name"": "" อาห์เหม็ด"", ""dob"": ""1963-03-07""}]","[{""first_name"": "" Mei"", ""last_name"": "" Khan"", ""dob"": ""1959-04-14""}, {""first_name"": "" Daiki"", ""last_name"": "" Ahmed"", ""dob"": ""1963-03-07""}]"
8WMF4C,8WMF4C,ivan_rossi_8555,MIA,PHX,one_way,economy,"[{""origin"": ""MIA"", ""destination"": ""LAS"", ""flight_number"": ""HAT062"", ""date"": ""2024-05-20"", ""price"": 189}, {""origin"": ""LAS"", ""destination"": ""PHX"", ""flight_number"": ""HAT284"", ""date"": ""2024-05-21"", ""price"": 107}]","[{""payment_id"": ""gift_card_9823297"", ""amount"": 592}]",2024-05-07T04:31:20,2,0,no,"[{""first_name"": ""Ivan"", ""last_name"": ""Rossi"", ""dob"": ""1954-01-14""}, {""first_name"": ""Ethan"", ""last_name"": ""Khan"", ""dob"": ""1971-03-23""}]","[{""first_name"": ""伊万"", ""last_name"": ""罗西"", ""dob"": ""1954-01-14""}, {""first_name"": ""伊桑"", ""last_name"": ""汗"", ""dob"": ""1971-03-23""}]","[{""first_name"": "" Ivan"", ""last_name"": "" Rossi"", ""dob"": ""1954-01-14""}, {""first_name"": "" Ethan"", ""last_name"": "" Khan"", ""dob"": ""1971-03-23""}]","[{""first_name"": "" อีวาน"", ""last_name"": "" รอสซี่"", ""dob"": ""1954-01-14""}, {""first_name"": "" อีธาน"", ""last_name"": "" ข่าน"", ""dob"": ""1971-03-23""}]","[{""first_name"": "" Ivan"", ""last_name"": "" Rossi"", ""dob"": ""1954-01-14""}, {""first_name"": "" Ethan"", ""last_name"": "" Khan"", ""dob"": ""1971-03-23""}]"
75GVW5,75GVW5,anya_khan_1074,MIA,MCO,one_way,basic_economy,"[{""origin"": ""MIA"", ""destination"": ""LAS"", ""flight_number"": ""HAT288"", ""date"": ""2024-05-05"", ""price"": 90}, {""origin"": ""LAS"", ""destination"": ""MCO"", ""flight_number"": ""HAT154"", ""date"": ""2024-05-06"", ""price"": 62}]","[{""payment_id"": ""credit_card_1697462"", ""amount"": 608}]",2024-05-02T22:13:18,0,0,no,"[{""first_name"": ""Anya"", ""last_name"": ""Khan"", ""dob"": ""1984-04-08""}, {""first_name"": ""Noah"", ""last_name"": ""Muller"", ""dob"": ""1987-04-21""}, {""first_name"": ""Aarav"", ""last_name"": ""Smith"", ""dob"": ""1986-05-24""}, {""first_name"": ""Olivia"", ""last_name"": ""Li"", ""dob"": ""1955-09-04""}]","[{""first_name"": ""安雅"", ""last_name"": ""汗"", ""dob"": ""1984-04-08""}, {""first_name"": ""诺亚"", ""last_name"": ""穆勒"", ""dob"": ""1987-04-21""}, {""first_name"": ""阿拉夫"", ""last_name"": ""史密斯"", ""dob"": ""1986-05-24""}, {""first_name"": ""奥利维亚"", ""last_name"": ""李"", ""dob"": ""1955-09-04""}]","[{""first_name"": "" Anya"", ""last_name"": "" Khan"", ""dob"": ""1984-04-08""}, {""first_name"": "" Nuh"", ""last_name"": "" Muller"", ""dob"": ""1987-04-21""}, {""first_name"": "" Aarav"", ""last_name"": "" Smith"", ""dob"": ""1986-05-24""}, {""first_name"": "" Olivia"", ""last_name"": "" Li"", ""dob"": ""1955-09-04""}]","[{""first_name"": "" อันยา"", ""last_name"": "" ข่าน"", ""dob"": ""1984-04-08""}, {""first_name"": "" โนอาห์"", ""last_name"": "" มุลเลอร์"", ""dob"": ""1987-04-21""}, {""first_name"": "" อาราว"", ""last_name"": "" สมิธ"", ""dob"": ""1986-05-24""}, {""first_name"": "" โอลิเวีย"", ""last_name"": "" หลี่"", ""dob"": ""1955-09-04""}]","[{""first_name"": "" Anya"", ""last_name"": "" Khan"", ""dob"": ""1984-04-08""}, {""first_name"": "" Noah"", ""last_name"": "" Muller"", ""dob"": ""1987-04-21""}, {""first_name"": "" Aarav"", ""last_name"": "" Smith"", ""dob"": ""1986-05-24""}, {""first_name"": "" Olivia"", ""last_name"": "" Li"", ""dob"": ""1955-09-04""}]"
KNBLB9,KNBLB9,mohamed_brown_3623,CLT,PHL,round_trip,business,"[{""origin"": ""CLT"", ""destination"": ""PHL"", ""flight_number"": ""HAT205"", ""date"": ""2024-05-10"", ""price"": 1260}, {""origin"": ""PHL"", ""destination"": ""CLT"", ""flight_number"": ""HAT269"", ""date"": ""2024-05-19"", ""price"": 1228}]","[{""payment_id"": ""credit_card_8077450"", ""amount"": 2488}]",2024-05-05T08:06:41,0,0,no,"[{""first_name"": ""Ava"", ""last_name"": ""Kovacs"", ""dob"": ""1977-06-11""}]","[{""first_name"": ""艾娃"", ""last_name"": ""科瓦奇"", ""dob"": ""1977-06-11""}]","[{""first_name"": "" Ava"", ""last_name"": "" Kovacs"", ""dob"": ""1977-06-11""}]","[{""first_name"": "" อาวา"", ""last_name"": "" โควาช"", ""dob"": ""1977-06-11""}]","[{""first_name"": "" Ava"", ""last_name"": "" Kovacs"", ""dob"": ""1977-06-11""}]"
JJUQOB,JJUQOB,lucas_thomas_9373,MCO,CLT,one_way,basic_economy,"[{""origin"": ""MCO"", ""destination"": ""BOS"", ""flight_number"": ""HAT028"", ""date"": ""2024-05-19"", ""price"": 58}, {""origin"": ""BOS"", ""destination"": ""CLT"", ""flight_number"": ""HAT260"", ""date"": ""2024-05-19"", ""price"": 66}]","[{""payment_id"": ""credit_card_1382059"", ""amount"": 248}]",2024-05-07T09:03:15,0,0,no,"[{""first_name"": ""Ethan"", ""last_name"": ""Johansson"", ""dob"": ""1965-04-22""}, {""first_name"": ""Daiki"", ""last_name"": ""Ahmed"", ""dob"": ""1965-12-15""}]","[{""first_name"": ""伊桑"", ""last_name"": ""约翰逊"", ""dob"": ""1965-04-22""}, {""first_name"": ""大树"", ""last_name"": ""艾哈迈德"", ""dob"": ""1965-12-15""}]","[{""first_name"": "" Ethan"", ""last_name"": "" Johansson"", ""dob"": ""1965-04-22""}, {""first_name"": "" Daiki"", ""last_name"": "" Ahmed"", ""dob"": ""1965-12-15""}]","[{""first_name"": "" อีธาน"", ""last_name"": "" โยฮันส์สัน"", ""dob"": ""1965-04-22""}, {""first_name"": "" ไดกิ"", ""last_name"": "" อาห์เหม็ด"", ""dob"": ""1965-12-15""}]","[{""first_name"": "" Ethan"", ""last_name"": "" Johansson"", ""dob"": ""1965-04-22""}, {""first_name"": "" Daiki"", ""last_name"": "" Ahmed"", ""dob"": ""1965-12-15""}]"
Z7ZQMT,Z7ZQMT,emma_taylor_2700,PHX,SFO,round_trip,business,"[{""origin"": ""PHX"", ""destination"": ""SFO"", ""flight_number"": ""HAT009"", ""date"": ""2024-05-13"", ""price"": 1346}, {""origin"": ""SFO"", ""destination"": ""PHX"", ""flight_number"": ""HAT123"", ""date"": ""2024-05-18"", ""price"": 427}]","[{""payment_id"": ""credit_card_2064518"", ""amount"": 3546}]",2024-05-03T09:36:01,2,0,no,"[{""first_name"": ""Emma"", ""last_name"": ""Taylor"", ""dob"": ""1950-07-17""}, {""first_name"": ""Emma"", ""last_name"": ""Kovacs"", ""dob"": ""1987-07-10""}]","[{""first_name"": ""艾玛"", ""last_name"": ""泰勒"", ""dob"": ""1950-07-17""}, {""first_name"": ""艾玛"", ""last_name"": ""科瓦奇"", ""dob"": ""1987-07-10""}]","[{""first_name"": "" Emma"", ""last_name"": "" Taylor"", ""dob"": ""1950-07-17""}, {""first_name"": "" Emma"", ""last_name"": "" Kovacs"", ""dob"": ""1987-07-10""}]","[{""first_name"": "" เอ็มม่า"", ""last_name"": "" เทย์เลอร์"", ""dob"": ""1950-07-17""}, {""first_name"": "" เอ็มม่า"", ""last_name"": "" โควาช"", ""dob"": ""1987-07-10""}]","[{""first_name"": "" Emma"", ""last_name"": "" Taylor"", ""dob"": ""1950-07-17""}, {""first_name"": "" Emma"", ""last_name"": "" Kovacs"", ""dob"": ""1987-07-10""}]"
YBVCD2,YBVCD2,mei_patel_4436,MSP,CLT,one_way,basic_economy,"[{""origin"": ""MSP"", ""destination"": ""EWR"", ""flight_number"": ""HAT300"", ""date"": ""2024-05-20"", ""price"": 54}, {""origin"": ""EWR"", ""destination"": ""CLT"", ""flight_number"": ""HAT215"", ""date"": ""2024-05-20"", ""price"": 84}]","[{""payment_id"": ""credit_card_4435842"", ""amount"": 336}]",2024-05-04T04:51:42,0,0,yes,"[{""first_name"": ""Mei"", ""last_name"": ""Patel"", ""dob"": ""1950-04-08""}, {""first_name"": ""Ivan"", ""last_name"": ""Li"", ""dob"": ""1969-10-08""}]","[{""first_name"": ""梅"", ""last_name"": ""帕特尔"", ""dob"": ""1950-04-08""}, {""first_name"": ""伊万"", ""last_name"": ""李"", ""dob"": ""1969-10-08""}]","[{""first_name"": "" Mei"", ""last_name"": "" Patel"", ""dob"": ""1950-04-08""}, {""first_name"": "" Ivan"", ""last_name"": "" Li"", ""dob"": ""1969-10-08""}]","[{""first_name"": "" เหมย"", ""last_name"": "" ปาเทล"", ""dob"": ""1950-04-08""}, {""first_name"": "" อีวาน"", ""last_name"": "" หลี่"", ""dob"": ""1969-10-08""}]","[{""first_name"": "" Mei"", ""last_name"": "" Patel"", ""dob"": ""1950-04-08""}, {""first_name"": "" Ivan"", ""last_name"": "" Li"", ""dob"": ""1969-10-08""}]"
ADJD1W,ADJD1W,isabella_lopez_2185,LGA,PHX,round_trip,business,"[{""origin"": ""LGA"", ""destination"": ""PHX"", ""flight_number"": ""HAT150"", ""date"": ""2024-05-15"", ""price"": 942}, {""origin"": ""PHX"", ""destination"": ""LGA"", ""flight_number"": ""HAT066"", ""date"": ""2024-05-17"", ""price"": 1620}]","[{""payment_id"": ""credit_card_1015271"", ""amount"": 7686}]",2024-05-05T05:56:18,4,0,no,"[{""first_name"": ""Isabella"", ""last_name"": ""Lopez"", ""dob"": ""1979-02-10""}, {""first_name"": ""Isabella"", ""last_name"": ""Khan"", ""dob"": ""1952-02-09""}, {""first_name"": ""Noah"", ""last_name"": ""Ito"", ""dob"": ""1967-03-04""}]","[{""first_name"": ""伊莎贝拉"", ""last_name"": ""洛佩兹"", ""dob"": ""1979-02-10""}, {""first_name"": ""伊莎贝拉"", ""last_name"": ""汗"", ""dob"": ""1952-02-09""}, {""first_name"": ""诺亚"", ""last_name"": ""伊藤"", ""dob"": ""1967-03-04""}]","[{""first_name"": "" Isabella"", ""last_name"": "" Lopez"", ""dob"": ""1979-02-10""}, {""first_name"": "" Isabella"", ""last_name"": "" Khan"", ""dob"": ""1952-02-09""}, {""first_name"": "" Nuh"", ""last_name"": "" Ito"", ""dob"": ""1967-03-04""}]","[{""first_name"": "" อิซาเบลลา"", ""last_name"": "" โลเปซ"", ""dob"": ""1979-02-10""}, {""first_name"": "" อิซาเบลลา"", ""last_name"": "" ข่าน"", ""dob"": ""1952-02-09""}, {""first_name"": "" โนอาห์"", ""last_name"": "" อิโตะ"", ""dob"": ""1967-03-04""}]","[{""first_name"": "" Isabella"", ""last_name"": "" Lopez"", ""dob"": ""1979-02-10""}, {""first_name"": "" Isabella"", ""last_name"": "" Khan"", ""dob"": ""1952-02-09""}, {""first_name"": "" Noah"", ""last_name"": "" Ito"", ""dob"": ""1967-03-04""}]"
8WOSS7,8WOSS7,mei_johnson_3681,PHX,SEA,one_way,business,"[{""origin"": ""PHX"", ""destination"": ""SEA"", ""flight_number"": ""HAT251"", ""date"": ""2024-05-11"", ""price"": 633}]","[{""payment_id"": ""gift_card_7207964"", ""amount"": 663}]",2024-05-10T11:51:01,1,0,yes,"[{""first_name"": ""Mei"", ""last_name"": ""Johnson"", ""dob"": ""1998-02-14""}]","[{""first_name"": ""梅"", ""last_name"": ""约翰逊"", ""dob"": ""1998-02-14""}]","[{""first_name"": "" Mei"", ""last_name"": "" Johnson"", ""dob"": ""1998-02-14""}]","[{""first_name"": "" เหมย"", ""last_name"": "" จอห์นสัน"", ""dob"": ""1998-02-14""}]","[{""first_name"": "" Mei"", ""last_name"": "" Johnson"", ""dob"": ""1998-02-14""}]"
